27	NCT03828721	Recruiting	Interventional	Rx for Success: RCT of an App for Dialogic Reading Training	March 20, 2018	6 Months to 21 Months   (Child)	All	248
28	NCT03827915	Recruiting	Interventional	Double Sequential External Defibrillation in Patients With Atrial Fibrillation Refractory to DC Cardioversion	January 21, 2019	Child, Adult, Older Adult	All	100
29	NCT03825146	Recruiting	Interventional	The Effects of AMPC in the Treatments of Refractory or Relapsed AML	January 4, 2019	20 Years to 60 Years   (Adult)	All	10
30	NCT03823456	Recruiting	Interventional	Self-acupressure for Cancer-related Symptom Cluster of Insomnia, Depression, and Anxiety: a Feasibility Study	December 4, 2018	20 Years to 84 Years   (Adult, Older Adult)	All	114
31	NCT03818867	Recruiting	Interventional	Emergency Cerclage in Twin Pregnancies at Imminent Risk of Preterm Birth: an Open-Label Randomised Controlled Trial	May 15, 2017	18 Years and older   (Adult, Older Adult)	Female	31
32	NCT03817489	Recruiting	Interventional	Mindfulness Meditation and Qigong for Colorectal Cancer Survivors	January 4, 2017	18 Years and older   (Adult, Older Adult)	All	189
33	NCT03814577	Enrolling by invitation	Interventional	A Comparison of the Effects of Desflurane and TIVA on Antioxidant System in Morbidly Obese Patients	January 24, 2019	18 Years to 65 Years   (Adult, Older Adult)	All	70
34	NCT03814330	Enrolling by invitation	Interventional	A Comparison of Sedation/Analgesia & LMA on Anxiety Level and Patient Satisfaction in In-Vitro Fertilization	January 24, 2019	18 Years to 55 Years   (Adult)	Female	140
35	NCT03813992	Recruiting	Interventional	Clinical Trial Using Topically Applied Glyceryl Trinitrate (GTN) for the Treatment of Erectile Dysfunction	November 1, 2018	18 Years to 70 Years   (Adult, Older Adult)	Male	1000
36	NCT03813381	Enrolling by invitation	Interventional	CAlorie and Protein REstriction PROgram in Barrett's Esophagus Patients (CARE-PRO).	November 25, 2015	18 Years and older   (Adult, Older Adult)	All	190
37	NCT03813069	Recruiting	Interventional	Testing Insect Repellents Against Musca Sorbens, the Vector of Trachoma	January 2019	3 Years to 65 Years   (Child, Adult, Older Adult)	All	103
38	NCT03809286	Recruiting	Interventional	The Effect of rTMS to the Prefrontal Cortex in Alcohol Use Disorder	January 2019	22 Years to 50 Years   (Adult)	All	32
39	NCT03807986	Recruiting	Interventional	The Combination Therapy of Nanofat Grafting and PRP Compared With Microfat Grafting and PRP Synergy in Treating Striae Distensae	February 1, 2019	18 Years to 35 Years   (Adult)	All	12
40	NCT03801772	Recruiting	Interventional	Effects of a Metronome on Functional Outcomes in Aquatic Therapy	January 21, 2019	18 Years and older   (Adult, Older Adult)	All	120
41	NCT03799328	Recruiting	Interventional	Low Dose Multi-OIT for Food Allergy (LoMo)	January 2019	6 Months to 15 Years   (Child)	All	18
42	NCT03798483	Recruiting	Interventional	INDividualised EXercise for Kneecap Dislocations	January 24, 2019	16 Years and older   (Child, Adult, Older Adult)	All	15
43	NCT03796923	Recruiting	Interventional	Models of Care in the Transition From the Secondary to the Primary Sector Among the Frailest Elderly	January 1, 2018	75 Years and older   (Older Adult)	All	3057
44	NCT03796793	Recruiting	Interventional	Developing Strategies for Effective Debridement in Patients for Venous Leg Ulcers	January 2019	18 Years and older   (Adult, Older Adult)	All	360
45	NCT03795675	Recruiting	Interventional	CI Following VS Removal or Labyrinthectomy	January 1, 2019	18 Years to 70 Years   (Adult, Older Adult)	All	15
46	NCT03791697	Recruiting	Interventional	Telehealth Postop Follow up RCT	July 9, 2018	18 Years and older   (Adult, Older Adult)	Female	142
47	NCT03790449	Recruiting	Interventional	Evaluation of a Mobile Preconception Lifestyle Programme in Couples Undergoing In Vitro Fertilisation	January 1, 2019	Child, Adult, Older Adult	All	460
48	NCT03786432	Recruiting	Interventional	Prospective Study of Fusion Rates Using Spira-C Device for Anterior Cervical Discectomy and Fusion Surgery	January 10, 2019	18 Years and older   (Adult, Older Adult)	All	40
49	NCT03783767	Recruiting	Interventional	Peer Leadership for Physical Literacy	January 7, 2019	8 Years to 14 Years   (Child)	All	1344
50	NCT03783312	Enrolling by invitation	Interventional	Effects of Preemptive Paracetamol and Ibuprofen on Headache and Myalgia in Patients After Electroconvulsive Therapy	December 20, 2018	18 Years to 65 Years   (Adult, Older Adult)	All	60
51	NCT03783299	Enrolling by invitation	Interventional	Targeted Active Case Detection Among High Risk Populations in Southern Lao Peoples Democratic Republic	November 28, 2017	18 Months and older   (Child, Adult, Older Adult)	All	85000
52	NCT03782974	Recruiting	Interventional	A Follow-up Trial of Proglucamune® in the Treatment of Protective Qi Insufficiency, a TCM Condition	January 6, 2019	18 Years to 65 Years   (Adult, Older Adult)	All	130
53	NCT03781050	Recruiting	Interventional	Efficacy of Rapamycin (Sirolimus) in the Treatment of Peutz-Jeghers Syndrome	September 16, 2018	Child, Adult, Older Adult	All	10
54	NCT03778580	Recruiting	Interventional	Advanced Glycation Endproducts and Bone Material Strength in T2D Treated With Pyridoxamine	March 1, 2018	65 Years and older   (Older Adult)	Female	52
55	NCT03773575	Recruiting	Interventional	Evaluation of Closed Incision Negative Pressure Dressing (PREVENA) to Prevent Lower Extremity Amputation Wound Complications	January 15, 2019	18 Years and older   (Adult, Older Adult)	All	440
56	NCT03771495	Recruiting	Interventional	The Immediate Effects of Passive Hip Joint Mobilization on Hip Muscle Strength in Patients With Anterior Knee Pain	December 10, 2018	18 Years to 60 Years   (Adult)	All	20
57	NCT03771430	Recruiting	Interventional	A Multidisciplinary Intervention in Total Knee Arthroplasty	January 24, 2019	18 Years and older   (Adult, Older Adult)	All	230
58	NCT03770962	Recruiting	Interventional	One Plus One Equals Two, Will That do?	December 10, 2018	18 Years to 47 Years   (Adult)	Female	2946
59	NCT03770507	Recruiting	Interventional	Gas Exchange Kinetics and Work Load During Exercise	April 25, 2016	7 Years to 35 Years   (Child, Adult)	All	180
60	NCT03767660	Recruiting	Interventional	Efficacy of Rapamycin (Sirolimus) in the Treatment of BRBNS, Hereditary or Sporadic Venous Malformation	July 31, 2018	Child, Adult, Older Adult	All	20
61	NCT03761732	Recruiting	Interventional	Islamic Trauma Healing: Feasibility Study	October 15, 2018	18 Years to 65 Years   (Adult, Older Adult)	All	20
62	NCT03753932	Recruiting	Interventional	Impact of Fixed Dentures in Head and Neck Cancer (IMFDHAC)	March 1, 2013	Child, Adult, Older Adult	All	60
63	NCT03753243	Recruiting	Interventional	Neoadjuvant Pembrolizumab Plus Androgen Axis Blockade Prior to Prostatectomy for High Risk Localized Prostate Cancer	December 3, 2018	18 Years and older   (Adult, Older Adult)	Male	32
64	NCT03751878	Recruiting	Interventional	Evaluating the Impact of Assessing During Peer Review the CONSORT Checklist Submitted by Authors	December 7, 2018	Child, Adult, Older Adult	All	24
65	NCT03749655	Recruiting	Interventional	Physical Activity Promotion Added to Standard Care Pulmonary Rehabilitation and Cognitive Behavioural Therapy	November 20, 2018	40 Years to 75 Years   (Adult, Older Adult)	All	40
66	NCT03748914	Recruiting	Interventional	C-UCM and Cerebral Oxygenation and Perfusion	November 21, 2018	up to 15 Minutes   (Child)	All	80
67	NCT03747887	Recruiting	Interventional	Enhancing IEPs of Children With ADHD Using Daily Report Cards	January 3, 2019	5 Years to 14 Years   (Child)	All	216
68	NCT03745209	Recruiting	Interventional	Ultrasound-guided Peripheral IV vs. Standard Technique in Difficult Vascular Access Patients by ICU Nurses	January 21, 2019	18 Years and older   (Adult, Older Adult)	All	50
69	NCT03743480	Recruiting	Interventional	Early Palliative Care and Hematological Cancer Patients	November 21, 2018	18 Years and older   (Adult, Older Adult)	All	60
70	NCT03740659	Recruiting	Interventional	Evaluation Of Aqueous Humor Of Levofloxacin-Dexamethasone Eye Drops And Of Its Components In Patients Undergoing Cataract Surgery	September 4, 2018	40 Years and older   (Adult, Older Adult)	All	120
71	NCT03740321	Recruiting	Interventional	SRAE With Embospheres for Hemorrhoids.	December 1, 2018	18 Years to 75 Years   (Adult, Older Adult)	All	50
72	NCT03739528	Recruiting	Interventional	Levo-Dexa vs. Tobra+Dexa for Prevention and Treatment of Inflammation and Prevention of Infection in Cataract Surgery	September 3, 2018	40 Years and older   (Adult, Older Adult)	All	800
73	NCT03737227	Recruiting	Interventional	Lumbar Intervertebral Motion in Asymptomatic Male Participants	January 9, 2019	18 Years to 25 Years   (Adult)	Male	11
74	NCT03736382	Recruiting	Interventional	Mild Intermittent Hypoxia and Its Multipronged Effect on Sleep Apnea	November 2018	18 Years to 60 Years   (Adult)	All	8
75	NCT03730454	Recruiting	Interventional	Transanastomotic Tube for Proximal Esophageal Atresia With Distal Tracheoesophageal Fistula Repair	May 11, 2018	up to 6 Months   (Child)	All	150
76	NCT03729687	Recruiting	Interventional	Short Course Radiation Therapy Followed by Pre-operative Chemotherapy and Surgery in High-risk Rectal Cancer	July 4, 2016	18 Years and older   (Adult, Older Adult)	All	100
77	NCT03729648	Recruiting	Interventional	Expressive Arts-based Intervention for Young and Pre-elderly Stroke Survivors	September 1, 2017	18 Years to 64 Years   (Adult)	All	154
78	NCT03729297	Recruiting	Interventional	Cabozantinib in Advanced Salivary Gland Cancer Patients	September 5, 2018	18 Years and older   (Adult, Older Adult)	All	43
79	NCT03727321	Recruiting	Interventional	FMT and Fiber in Patients With Metabolic Syndrome	July 1, 2018	18 Years to 65 Years   (Adult, Older Adult)	All	68
80	NCT03725215	Recruiting	Interventional	Motor Adaptation to Split-Belt Treadmill in Parkinson's Disease	December 1, 2017	18 Years and older   (Adult, Older Adult)	All	128
81	NCT03724383	Recruiting	Interventional	Atrial Fibrillation Lifestyle Project	September 6, 2018	19 Years to 75 Years   (Adult, Older Adult)	All	80
82	NCT03723525	Recruiting	Interventional	Package of Care to Improve Retention in ART and Mortality Among Treatment Naive HIV Infected Individuals	March 1, 2018	16 Years and older   (Child, Adult, Older Adult)	All	1000
83	NCT03719235	Recruiting	Interventional	Accuracy of Linear Measurements of Ultra-low Dose Cone Beam Computed Tomography and Digital Panoramic Radiography	July 10, 2018	10 Years to 70 Years   (Child, Adult, Older Adult)	All	10
84	NCT03716219	Recruiting	Interventional	The Effect of 10-Week Exercise Training on Children With Asthma	October 10, 2013	8 Years to 35 Years   (Child, Adult)	All	42
85	NCT03714139	Enrolling by invitation	Interventional	Immediate Loading a Histological Study	March 3, 2018	25 Years to 70 Years   (Adult, Older Adult)	All	12
86	NCT03711630	Recruiting	Interventional	Impact of Meditation on Bothersome Tinnitus	October 6, 2018	18 Years and older   (Adult, Older Adult)	All	40
87	NCT03711370	Recruiting	Interventional	Opaque Bottle Study	October 15, 2018	up to 8 Weeks   (Child)	All	100
88	NCT03709979	Enrolling by invitation	Interventional	Effect Of Position On Laryngeal Visualisation With The C-Mac Videolaryngoscope	January 21, 2019	up to 24 Months   (Child)	All	96
89	NCT03704415	Recruiting	Interventional	Aggravated Airway Inflammation: Research on Genomics and Optimal Operative Treatment (AirGOs Operative)	October 23, 2018	18 Years to 65 Years   (Adult, Older Adult)	All	174
90	NCT03704064	Recruiting	Interventional	Behavioral Weight Loss and Stigma Reduction	October 16, 2018	18 Years and older   (Adult, Older Adult)	All	104
91	NCT03704051	Recruiting	Interventional	Breast Versus Bottle Study	October 15, 2018	up to 24 Weeks   (Child)	All	40
92	NCT03699059	Recruiting	Interventional	The wEight Management in Renal Transplant Online Study (ExeRTiOn)	May 31, 2018	18 Years and older   (Adult, Older Adult)	All	15
93	NCT03697837	Recruiting	Interventional	Digital Parent Training for Disruptive Behaviors in Children	September 18, 2018	3 Years to 9 Years   (Child)	All	32
94	NCT03695003	Recruiting	Interventional	Cognitive Effects of Sage in Healthy Humans	September 3, 2018	30 Years to 60 Years   (Adult)	All	90
95	NCT03690154	Recruiting	Interventional	Study to Evaluate the Safety, Tolerability, Pharmacokinetics (PK) and Anti-tumor Activity of FN-1501 Monotherapy in Patients With Advanced Solid Tumors	July 23, 2018	18 Years and older   (Adult, Older Adult)	All	33
96	NCT03689348	Recruiting	Interventional	Acute and Chronic Effects of Avena Sativa on Cognition and Stress	September 24, 2018	35 Years to 65 Years   (Adult, Older Adult)	All	128
97	NCT03689049	Enrolling by invitation	Interventional	SPIDER: A Research & QI Collaboration Supporting Practices in Improving Care for Complex Elderly Patients	March 26, 2018	65 Years and older   (Older Adult)	All	104
98	NCT03687411	Recruiting	Interventional	An Ultrasound Guided Automated Spinal Landmark Identification With Real-time Neuraxial Needle Insertion System	May 24, 2018	21 Years to 75 Years   (Adult, Older Adult)	Female	70
99	NCT03685227	Recruiting	Interventional	A Closer Look at Yoga Nidra: Sleep Lab Analyses	September 10, 2018	18 Years to 45 Years   (Adult)	All	22
100	NCT03682601	Recruiting	Interventional	Topical Treatment for Sexual Pain, Vulvar Pain, in Postmenopausal Women Not Taking Estrogens or Similiar Hormones. Women on Tamoxifen CAN Enter the Clinical Trial	August 30, 2018	20 Years to 70 Years   (Adult, Older Adult)	Female	60
101	NCT03680833	Recruiting	Interventional	Sentinel Node Detection in Cervical Cancer	June 15, 2014	18 Years to 80 Years   (Adult, Older Adult)	Female	226
102	NCT03679689	Recruiting	Interventional	Metabolism Effects of Artificially Sweetened Beverages Restriction	February 1, 2017	19 Years to 27 Years   (Adult)	All	45
103	NCT03678935	Recruiting	Interventional	Effect of FODMAP Restriction on Persistent GI-symptoms in Coeliac Patients	November 26, 2018	18 Years to 75 Years   (Adult, Older Adult)	All	72
104	NCT03675009	Recruiting	Interventional	Milwaukee Day Cares Indoor Air Quality Assessment and Educational Response Study	April 1, 2018	18 Years and older   (Adult, Older Adult)	All	32
105	NCT03674996	Enrolling by invitation	Interventional	Safety and Security Evaluation of Patients Submitted to Minimally Invasive Radical Prostatectomy	March 22, 2017	40 Years to 75 Years   (Adult, Older Adult)	Male	72
106	NCT03668873	Recruiting	Interventional	Telehealth Delivery of Treatment for Sleep Disturbances in Young Children With Autism Spectrum Disorder	January 1, 2019	2 Years to 7 Years   (Child)	All	90
107	NCT03667755	Recruiting	Interventional	Fast Track Recovery Surgery Among Gynecologic Oncology Patients	October 3, 2017	18 Years and older   (Adult, Older Adult)	Female	106
108	NCT03667001	Recruiting	Interventional	Comparing Analgesic Efficacy of Systemic Lidocaine Against Placebo in General Anesthesia in Bariatric Surgery	November 16, 2018	18 Years to 80 Years   (Adult, Older Adult)	All	140
109	NCT03663075	Recruiting	Interventional	Effect of Group Education and Individual Counselling on Mental Health and Quality of Life in 45-60 Year Old Women	September 24, 2018	40 Years to 60 Years   (Adult)	Female	370
110	NCT03658434	Recruiting	Interventional	Palliative Radiotherapy to Dominant Symptomatic Lesion in Patients With Hormone Refractory Prostate Cancer	August 1, 2018	18 Years and older   (Adult, Older Adult)	Male	34
111	NCT03654508	Recruiting	Interventional	Pharmacogenetics Use For Further Treatment Improvement in childreN	June 12, 2018	6 Years to 17 Years   (Child)	All	310
112	NCT03648437	Recruiting	Interventional	Paracetamol And Ibuprofen in Closing Patent Ductus Arteriosus	September 3, 2018	up to 4 Months   (Child)	All	20
113	NCT03648060	Recruiting	Interventional	Efficacy of a Digital Biofeedback System for Home-based Rehabilitation After Total Joint Replacement	October 8, 2018	18 Years and older   (Adult, Older Adult)	All	160
114	NCT03648047	Recruiting	Interventional	Digital Biofeedback System Versus Conventional Rehabilitation After Rotator Cuff Repair	November 11, 2018	18 Years and older   (Adult, Older Adult)	All	80
115	NCT03647007	Recruiting	Interventional	Short- and Long-term Health Effects of a Residential Stay in a Danish Christmas Seal Home.	September 11, 2018	7 Years to 14 Years   (Child)	All	600
116	NCT03646357	Recruiting	Interventional	BEtablocker Treatment After Acute Myocardial Infarction in Patients Without Reduced Left Ventricular Systolic Function	October 1, 2018	18 Years and older   (Adult, Older Adult)	All	10000
117	NCT03646240	Recruiting	Interventional	ABI-009 (Nab-rapamycin) for Surgically-Refractory Epilepsy (RaSuRE)	July 31, 2018	3 Years to 26 Years   (Child, Adult)	All	18
118	NCT03645603	Recruiting	Interventional	Efficacy and Safety of Dexmedetomidine During Weaning From Analgesia and Sedation in PICU (TIP-15-01)	August 30, 2018	up to 18 Years   (Child, Adult)	All	160
119	NCT03645005	Recruiting	Interventional	A Research Study for Latina Women After Breast Cancer Treatment	March 25, 2015	21 Years and older   (Adult, Older Adult)	Female	80
120	NCT03642769	Recruiting	Interventional	Lactated Ringer's Versus Normal Saline for Acute Pancreatitis	September 18, 2018	18 Years and older   (Adult, Older Adult)	All	119
121	NCT03638609	Recruiting	Interventional	The Effect of IABP Early Insertion on Mortality in Post Cardiac Arrest Patients With Acute Coronary Syndrome	October 23, 2017	18 Years to 75 Years   (Adult, Older Adult)	All	102
122	NCT03635840	Recruiting	Interventional	The Effects of IABP Prior to Revascularization on Mortality of ACS Patients Complicated With Cardiogenic Shock	January 4, 2018	18 Years to 80 Years   (Adult, Older Adult)	All	92
123	NCT03632837	Recruiting	Interventional	HaemoAdsorption Nach Reanimation An ECMO	October 2018	18 Years to 75 Years   (Adult, Older Adult)	All	40
124	NCT03630770	Recruiting	Interventional	Effect of Medium Chain Triglyceride Intake on Colonization of Preterm Infants With Candida	June 5, 2014	up to 6 Months   (Child)	All	120
125	NCT03630328	Recruiting	Interventional	Angelica Gigas Dietary Supplements and Human Immune Cells	August 2018	21 Years to 65 Years   (Adult, Older Adult)	Male	40
126	NCT03628001	Enrolling by invitation	Interventional	A Study Comparing Sems Placement With and and Without Biliary Sphincterectomy in Patients With Malignant Biliary Obstruction	January 1, 2015	18 Years and older   (Adult, Older Adult)	All	400
127	NCT03625544	Recruiting	Interventional	MagnetOs™ Granules vs. Autograft in Instrumented Posterolateral Spinal Fusion	July 4, 2018	18 Years to 80 Years   (Adult, Older Adult)	All	100
128	NCT03623880	Recruiting	Interventional	Enhancing Behavioral Treatment for Women With Pelvic Floor Disorders	September 3, 2018	18 Years and older   (Adult, Older Adult)	Female	40
129	NCT03620942	Recruiting	Interventional	Development of Advanced Double Intravenous Vasopressor Automated (ADIVA) System	November 7, 2018	21 Years to 50 Years   (Adult)	Female	300
130	NCT03619720	Recruiting	Interventional	Emotional Perception and Production in Facial Palsy: Respiratory, Vocal and Facial Markers.	August 11, 2018	18 Years and older   (Adult, Older Adult)	All	60
131	NCT03618108	Recruiting	Interventional	Anti-chlamydophila Antibiotic Combination Therapy in the Treatment of Patients With Coronary Heart Disease	April 4, 2018	18 Years to 80 Years   (Adult, Older Adult)	All	60
132	NCT03618017	Enrolling by invitation	Interventional	The ConnectedCancerCare Pilot Study (CCC)	August 1, 2018	21 Years to 84 Years   (Adult, Older Adult)	Female	60
133	NCT03615586	Recruiting	Interventional	The Use of Chaperone in Routine Anorectal Examination	July 26, 2018	18 Years to 85 Years   (Adult, Older Adult)	Female	188
134	NCT03602768	Recruiting	Interventional	Evaluation of the Online Memory & Aging Program and Online Goal Management Training	June 18, 2018	60 Years and older   (Adult, Older Adult)	All	200
135	NCT03602677	Recruiting	Interventional	Indocyanine Green Fluorescence Imaging in Prevention of Colorectal Anastomotic Leakage	September 24, 2018	18 Years and older   (Adult, Older Adult)	All	1062
136	NCT03602014	Recruiting	Interventional	Dose Response to the Norepinephrine Precursor Droxidopa in Hypotensive Individuals With Spinal Cord Injury	June 1, 2018	18 Years to 89 Years   (Adult, Older Adult)	All	65
137	NCT03600987	Enrolling by invitation	Interventional	Effect of Music on Reading Comprehension in Patients With Aphasia	April 4, 2018	18 Years and older   (Adult, Older Adult)	All	4
138	NCT03598114	Enrolling by invitation	Interventional	Evaluating and Improving the Sustainability of State-level Tobacco Control Programs in the United States	July 1, 2018	18 Years and older   (Adult, Older Adult)	All	288
139	NCT03593889	Recruiting	Interventional	Collaborative Stepped Care and Peer Support Programme for Older People At-Risk of or With Depression	October 1, 2017	60 Years and older   (Adult, Older Adult)	All	2500
140	NCT03593148	Recruiting	Interventional	The Effect of Lifestyle Treatment in Patients With Morbid Obesity	April 1, 2017	18 Years to 99 Years   (Adult, Older Adult)	All	600
141	NCT03591237	Recruiting	Interventional	MBCT for Cancer Patients in Follow-Up	March 1, 2018	18 Years and older   (Adult, Older Adult)	All	120
142	NCT03585920	Recruiting	Interventional	The Influence of Fat Perception on Satiety From Consumption of Reduced Fat Snacks	July 2, 2018	18 Years to 70 Years   (Adult, Older Adult)	All	50
143	NCT03585192	Recruiting	Interventional	Safety of Immediate Skin-to-Skin Contact After Vaginal Birth in Vigorous Late-Preterm Neonates	November 8, 2017	Child, Adult, Older Adult	All	92
144	NCT03582046	Recruiting	Interventional	Targeting Abdominal Perfusion Pressure in Septic Shock	February 5, 2019	18 Years and older   (Adult, Older Adult)	All	200
145	NCT03579303	Recruiting	Interventional	Homoeopathy and Yoga in the Treatment of Menstrual Disorders in Females With Polycystic Ovarian Syndrome	October 2018	18 Years to 36 Years   (Adult)	Female	84
146	NCT03578848	Recruiting	Interventional	Guiding Hypertension Management Using Different Blood Pressure Monitoring Strategies	June 6, 2018	20 Years to 90 Years   (Adult, Older Adult)	All	252
147	NCT03578432	Recruiting	Interventional	Everolimus in Restoring Salivary Gland Function in Participants With Locally Advanced Head and Neck Cancer Treated With Radiation Therapy	May 4, 2018	18 Years to 75 Years   (Adult, Older Adult)	All	16
148	NCT03577301	Recruiting	Interventional	Young Men's Health Project Targeting HIV Risk Reduction and Substance Abuse	October 4, 2018	15 Years to 24 Years   (Child, Adult)	Male	270
149	NCT03577106	Enrolling by invitation	Interventional	A Pilot Functional Magnetic Resonance Imaging (fMRI) Study of TMS in Late-Life Severe Worry	December 6, 2018	50 Years and older   (Adult, Older Adult)	All	20
150	NCT03577054	Recruiting	Interventional	Development of a Mobile Application for HBB Prompt Study	May 14, 2018	18 Years to 65 Years   (Adult, Older Adult)	All	20
151	NCT03575026	Recruiting	Interventional	Effectiveness-Implementation Cluster RCT to Improve Community-dwelling Early Dementia Patients by Music Intervention	April 18, 2018	60 Years and older   (Adult, Older Adult)	All	75
152	NCT03568812	Recruiting	Interventional	The Role of Probiotics in HIV Patients With Immunological Non-Responder	May 7, 2018	18 Years to 55 Years   (Adult)	All	80
153	NCT03567031	Recruiting	Interventional	Impact of CO2 on Cerebral Blood Flow in Infants Less Than 6 Months During General Anaesthesia	November 27, 2017	up to 6 Months   (Child)	All	60
154	NCT03567018	Recruiting	Interventional	Comprehensive Imaging of Perforator Vessels and Subcutaneous Vascular Network With No-Exogenous Contrast and Non-Ionizing-Radiation Magnetic Resonance Angiography	July 2, 2012	18 Years and older   (Adult, Older Adult)	All	75
155	NCT03565354	Recruiting	Interventional	Efficacy of Preoperative Intravenous Iron in Anaemic Colorectal Cancer Surgical Patients	July 1, 2018	18 Years and older   (Adult, Older Adult)	All	40
156	NCT03564665	Recruiting	Interventional	Investigating Magnesium Glycinate in Structure/Function Role of Hot Flashes.	July 24, 2018	25 Years to 85 Years   (Adult, Older Adult)	Female	40
157	NCT03562546	Recruiting	Interventional	The Effect of Structured Exercise on Chronic Venous Insufficiency	August 1, 2018	18 Years to 99 Years   (Adult, Older Adult)	All	60
158	NCT03561961	Recruiting	Interventional	Prostate Radiotherapy Comparing Moderate and Extreme Hypo-fractionation (PRIME Trial)	May 24, 2018	18 Years and older   (Adult, Older Adult)	Male	434
